,user_id,item_id,rating,timestamp
41687,385,186,1,879445260
31306,301,1052,1,882075386
71162,653,679,2,880153406
27059,272,204,4,879454939
85162,804,528,4,879443048
41413,382,122,3,875946440
67566,621,87,5,874965408
903,7,156,5,891351653
770,6,423,3,883602501
72342,660,151,5,891198335
22743,234,175,2,892079076
68625,630,239,4,885668061
46390,416,100,5,893212895
20866,214,12,5,892668153
56987,506,174,5,874873157
60300,537,433,4,886031634
70173,645,239,3,892055445
62429,559,73,4,891035812
87689,834,886,4,890860566
88220,840,480,5,891208647
52971,472,374,2,875982922
80165,749,812,3,878849586
96041,908,419,4,879722875
17568,183,270,3,891462811
79016,737,173,4,884314970
91800,877,921,4,882677128
83758,790,65,4,885155846
82961,782,347,1,891498139
90485,864,318,5,888887071
53888,480,127,3,891207715
93371,886,108,5,876033200
16730,177,156,5,880130931
28844,286,101,5,877532204
20579,210,238,3,891036021
67555,621,417,3,874965299
10122,94,455,3,891721777
61322,546,53,5,885141502
97143,919,892,3,885059724
88204,840,213,4,891205199
66221,606,507,4,880923689
10352,95,111,4,879194012
86411,819,258,2,879952538
54444,487,289,2,883441083
84091,795,926,2,880561783
98989,940,209,4,885921800
87050,828,322,3,891034515
59797,536,210,5,882359477
75237,694,1050,3,875726759
23998,246,117,3,884921767
23084,234,301,3,892826947
98014,932,603,5,891249877
92418,881,473,2,876536636
23161,235,65,2,889655723
32770,308,226,3,887740833
59600,535,519,3,879617931
82399,774,97,2,888556600
28217,279,810,2,889984640
51823,458,521,4,886397377
65819,601,21,3,876347113
51408,456,101,3,881375284
64931,591,1120,4,891039637
42365,389,613,5,880088038
17558,182,121,3,885613117
78847,733,534,3,879544377
69074,637,596,2,882903582
40813,378,396,4,880332879
8411,83,255,5,887665422
87130,828,874,3,891380355
73295,666,544,4,880313682
93396,886,117,2,876033624
61230,545,182,3,883115423
63280,567,478,5,882426079
23963,246,69,3,884921202
83688,790,546,1,884461590
58062,521,743,1,886061689
23507,239,654,5,889180747
12288,117,678,4,880124435
22281,230,1,5,880484370
51316,456,616,3,881373655
79718,747,473,3,888640305
33762,314,959,3,877888892
66715,611,873,3,891636399
38492,352,194,3,884290361
65282,592,179,5,882956761
66807,614,1134,2,879464556
91116,869,242,2,884490097
8324,83,216,4,880307846
15427,157,137,5,886889876
61946,552,274,3,879222162
20550,210,684,3,887737171
97159,920,333,4,884219993
21281,219,1014,3,892039611
76817,711,496,5,879993073
31294,301,121,4,882075148
70501,648,575,3,884882553
27060,272,317,4,879454977
9348,90,813,4,891384997
8248,82,216,4,878769949
71722,655,218,3,887523477
37435,343,583,4,876407202
50665,453,17,4,877553928
72370,660,211,4,891199104
29932,293,218,2,888906168
29626,292,183,5,881103478
72529,660,209,4,891406212
93550,887,697,1,881380623
51531,457,134,5,882396832
90986,868,179,4,877107056
78798,733,950,4,879535643
4840,44,946,3,878347847
15338,154,89,5,879138910
43166,393,1044,4,889731821
27158,274,472,3,878945918
52307,464,194,5,878355259
41986,387,446,2,886481800
60220,537,186,4,886031211
8380,83,2,4,881971771
7662,73,357,5,888626007
73915,676,902,4,892685740
28727,286,988,3,875806722
90742,865,471,1,880143612
77214,715,117,3,875961816
16681,177,336,2,880130500
54890,489,895,4,891448147
38058,346,322,3,886273541
35511,328,380,3,885047737
44448,405,520,2,885546025
50270,450,657,4,887660504
8908,87,535,4,879876315
53230,474,971,4,887924469
89508,851,806,4,875731330
90577,864,966,4,888888994
23292,236,729,5,890118372
24747,254,526,3,886472609
38898,358,855,3,891269464
7300,69,235,3,882126048
89674,853,334,3,879364744
80568,753,357,4,891401901
77400,716,274,5,879793631
96212,911,451,2,892840253
27976,279,190,3,875307407
18868,194,67,1,879549793
2096,13,550,4,882397741
9121,89,936,5,879461219
49929,450,847,4,882376188
88718,846,510,4,883948003
93517,887,210,5,881379649
33087,311,1042,3,884366187
4071,37,222,3,880915528
96290,912,418,4,875966694
12867,125,475,1,879454244
80548,753,172,3,891401510
48315,435,710,4,884131267
75003,691,748,4,875542868
35152,327,234,5,887745840
13658,130,538,5,884623983
1431,10,162,4,877892210
17685,184,476,2,889908207
68315,627,553,3,879530967
42575,391,69,4,877399618
77619,716,190,5,879797152
82009,770,268,5,875971568
45686,409,1194,5,881107750
45229,406,70,3,879793295
66709,611,906,2,891636223
13880,137,250,5,881433015
9333,90,611,5,891384789
36584,336,273,5,877760032
45684,409,172,5,881107750
27888,279,10,4,875295838
37143,342,320,5,875318833
12111,115,229,3,881171693
82441,774,228,4,888557237
23195,236,699,4,890116095
34033,317,326,3,891446438
17484,181,930,1,878963275
62056,553,607,4,879949107
14580,145,195,5,882181728
53400,474,692,4,887927588
86735,824,323,2,877020965
92142,880,568,5,880167843
51091,455,694,4,879110870
75168,693,443,2,875483741
54141,484,97,5,891194957
87380,832,286,3,888258806
16112,167,381,5,892738212
25620,264,602,4,886122194
15945,162,597,4,877636370
31186,299,785,2,889502865
89016,846,231,2,883950711
34950,326,500,3,879875644
2885,18,486,3,880131559
53076,473,321,2,878156950
33126,311,275,4,884963136
61963,552,147,3,879222412
41992,387,202,3,886482695
77737,717,246,5,884715146
10713,97,23,5,884239553
10381,95,265,3,879196513
91291,870,746,3,879270400
98877,939,591,5,880260994
93939,889,1487,3,880182871
47233,424,276,2,880859623
62510,560,845,3,879976602
8829,87,135,5,879875649
37462,344,306,5,884814359
9583,92,89,5,875652981
42654,392,127,5,891038110
9306,90,631,5,891384570
86984,826,29,3,885690750
28711,285,222,4,890595636
65500,595,129,3,886921088
43060,393,1409,4,889729536
92457,881,478,4,876537612
53950,481,648,5,885828165
95324,899,433,4,884122178
77779,718,750,3,883449953
49988,450,432,4,882377861
59532,534,824,4,877808260
7608,72,203,3,880037462
12834,124,117,3,890287181
40232,374,472,2,880393783
58146,523,202,4,883702054
91843,877,185,4,882678387
49356,444,313,4,890246940
80681,756,403,2,874828826
69816,643,273,3,891445287
36279,334,488,5,891546231
25392,262,747,4,879793641
38809,356,689,5,891406372
8564,85,42,3,879453876
25577,263,162,5,891299630
86184,815,204,4,878693871
84393,796,747,4,893047167
45871,411,73,4,892845634
33775,314,29,5,877889234
9846,92,288,3,878679005
56918,505,11,4,889333861
53066,472,94,5,892791063
30277,294,603,5,889854323
29975,293,582,4,888906536
55946,498,234,4,881957625
79752,747,649,3,888640916
42101,387,549,5,886484012
17509,181,975,2,878963343
2253,13,856,5,886303171
75250,694,205,5,875726968
31579,303,179,5,879466491
18914,195,386,2,874825826
1304,10,603,5,877886783
75668,698,640,2,886367849
88069,840,272,4,891202756
6007,59,713,5,888203579
74900,690,25,3,881177430
30469,295,1401,5,879966498
47738,429,222,4,882385518
85768,807,300,5,892527168
81076,758,488,3,881976262
2146,13,473,4,882398724
15632,158,72,3,880135118
57964,521,827,1,884476904
44201,402,475,3,876266741
23169,235,83,4,889656068
84420,796,796,4,893047320
93847,889,83,4,880180817
899,7,511,5,891351624
37514,344,291,3,884899791
6969,64,196,4,889737992
40319,374,64,5,880396256
27329,276,1010,3,874786784
45894,412,202,3,879717016
8231,82,28,3,878769815
78010,721,735,4,877141039
79557,747,313,5,888638265
86529,822,432,3,891037394
61410,548,257,5,891044304
44030,400,748,2,885676411
75999,704,89,5,891397305
97788,929,182,4,879640225
74277,682,271,4,888518279
30301,295,602,5,879517247
82040,770,111,5,875972059
11206,102,778,3,892991448
34309,320,403,4,884749281
971,7,589,5,891352451
82157,772,1025,3,877533820
39218,363,307,5,891493795
64726,588,432,4,890027113
43922,399,41,2,882348876
56628,504,127,5,887831510
89582,851,301,3,890343401
34355,320,716,1,884750992
67585,621,676,3,880737607
85459,805,71,3,881695560
75408,695,307,4,888806120
40313,374,504,4,880395973
23173,235,170,4,889656113
37024,342,324,1,874984002
7612,72,127,5,880037702
22413,231,126,5,888605273
39743,369,50,5,889428642
50551,452,435,3,885476560
10832,99,409,2,885679411
49907,450,378,5,882373995
19330,198,128,3,884209451
35828,330,451,5,876547813
67177,618,443,4,891308665
70430,648,523,3,884628644
9274,90,212,4,891384147
71998,656,272,3,892318343
97249,921,419,5,879381234
94095,891,1197,5,891638734
51265,456,179,5,881372779
24089,246,570,1,884923592
97031,919,742,4,875289499
57541,514,114,5,875462466
12281,116,20,3,892683858
3821,28,288,5,882826398
33365,313,892,4,891013059
83428,788,153,3,880868277
43390,396,1399,3,884645942
32374,307,174,4,879283480
60397,537,625,3,886032184
60979,543,169,4,875663267
20308,207,978,3,877878883
43995,399,8,3,882510165
15212,152,143,5,882474378
29807,293,125,2,888905086
41095,379,529,4,891674436
57451,512,97,5,888579520
71564,655,77,3,887430746
13596,130,219,5,876252472
65557,595,994,4,886921897
50269,450,287,4,887660504
55693,497,405,3,879310621
71806,655,303,4,888474107
46373,416,924,5,893212623
60900,543,664,4,874863336
49703,448,301,1,891888099
93730,889,170,4,880177994
50021,450,222,3,882395778
16863,178,535,3,882824671
2488,15,546,2,879456324
92366,880,902,4,892958301
17376,181,713,2,878962774
2371,14,357,2,890881294
18328,189,582,5,893265998
76509,708,225,2,892719172
43975,399,564,3,882350899
300,2,291,3,888551647
455,5,431,3,875636099
56703,504,153,3,887838624
54948,490,93,4,875427993
63011,564,292,4,888718546
98985,940,95,5,885921800
21395,221,1035,3,875246124
41897,387,47,4,886480384
6937,64,318,4,889737593
42659,392,1007,5,891038137
92287,880,87,4,880241913
52299,464,510,4,878355167
2292,13,912,2,892014861
67413,620,706,3,889987706
43143,393,769,4,889731593
97479,923,105,4,880388547
44010,399,1246,1,882511876
93054,884,285,4,876858820
14728,147,292,5,885594040
17439,181,619,3,878963086
66681,611,344,5,891636073
10957,101,117,4,877136067
35592,328,579,3,885049836
80555,753,435,4,891401712
3099,21,974,3,874951416
90232,862,483,5,879304326
3635,26,343,3,891349238
97735,927,742,5,879199250
92719,882,203,4,879867508
5548,56,781,4,892677147
857,7,653,4,891351161
93737,889,191,4,880178078
97426,923,628,4,880387428
68391,628,338,5,880776981
41471,383,657,5,891192858
70823,650,692,3,891384226
87901,837,740,5,875722123
7927,77,209,4,884752562
78935,735,325,1,876698022
72854,664,655,3,876524097
73527,669,527,3,891517185
33378,313,632,4,891013620
40434,374,424,1,883628021
77759,718,597,5,883348938
22050,224,380,4,888104188
39874,371,449,3,880435733
2377,14,498,5,890881384
46561,417,324,1,879646463
93274,886,496,4,876031952
86082,813,750,4,883752264
36820,339,516,4,891033481
48165,432,1016,3,889416397
96856,918,606,4,891987132
70949,653,127,5,878853780
48427,435,501,3,884132266
40222,374,137,2,880393511
16439,174,764,4,886434343
79956,749,879,4,878846449
97176,921,245,1,879379361
62031,553,511,5,879948869
10759,99,288,4,885678247
73863,675,900,4,889488624
28,1,7,4,875071561
27448,276,1232,3,874791488
81935,768,315,3,883834448
4800,44,318,5,878347340
74205,682,549,3,888517415
17238,181,242,1,878961814
57480,513,323,5,885062636
22993,234,147,3,892335372
8154,82,826,3,876311646
57697,515,322,3,887659073
27376,276,64,5,874787441
97141,919,312,2,885059658
85689,806,175,5,882387756
9374,90,836,5,891385190
81545,763,132,3,878920656
72532,660,106,2,891903867
25372,262,217,3,879792818
57749,517,269,3,892659922
73467,668,252,2,881702925
83685,790,742,4,884461541
6234,59,517,5,888205714
17017,178,210,5,884837073
41957,387,248,4,886481151
56133,500,1,4,883865021
62426,559,153,3,891035708
98322,933,80,2,874938689
71848,655,1063,3,888474909
1467,11,312,4,891902157
14847,150,458,4,878746720
72538,661,135,5,876013398
81942,768,222,4,883834705
64268,585,543,3,891284393
54422,486,595,2,879875408
69954,643,484,5,891448756
45955,413,321,3,879969259
61234,545,720,3,883115664
72114,658,70,3,875148196
44511,405,650,1,885546336
89894,854,144,3,882814298
46275,416,803,3,886319177
5073,49,302,4,888065432
29985,293,527,4,888906598
3485,24,79,4,875322796
40907,378,301,3,892382841
73999,677,237,4,889399402
50612,452,523,2,887889774
60897,543,170,4,874863269
14857,150,93,4,878746889
50541,452,172,4,876297413
63745,577,1,5,880470282
13102,127,380,5,884364950
43605,398,96,4,875716709
71988,655,307,3,892011201
80431,751,399,3,889298912
97239,921,367,4,879381021
22519,233,958,5,875508372
92970,883,519,5,891717283
94459,894,479,5,879897198
74566,683,880,3,893283641
59726,535,632,4,879618965
21935,223,318,4,891550711
40309,374,23,3,880395896
89381,850,496,5,883195079
31949,303,158,3,879543959
90453,864,283,5,878179514
83593,788,399,3,880871128
58314,524,506,4,884634938
62744,561,588,2,885809197
1441,10,367,4,877892437
40927,379,69,4,880524754
29751,293,286,3,888904265
52079,461,327,4,885355757
21540,222,168,4,878181616
88326,843,300,3,879442947
17852,184,664,3,889911712
80411,751,755,4,889298116
17132,180,733,5,877128388
48843,437,196,4,880140627
69057,637,744,4,882903044
6815,63,116,5,875747319
37486,344,14,5,884814532
53678,478,145,1,889398599
21505,222,125,5,877563802
37942,346,97,4,874948929
7879,76,628,2,882606768
7693,73,255,2,888792938
25705,264,745,5,886123656
33700,314,827,4,877887292
12669,121,428,5,891388333
44134,401,11,2,891033227
43229,394,559,4,880888746
75584,698,507,4,886366611
16006,164,1025,4,889401510
66713,611,1243,3,891636244
5260,49,90,1,888069194
57253,507,121,5,889965997
93520,887,496,4,881379685
6416,60,185,4,883326682
53306,474,684,4,887925977
91771,876,529,4,879428451
37547,344,79,4,884900993
27812,277,1008,3,879543621
21334,221,405,3,875244633
83455,788,204,3,880868644
11281,104,301,2,888442275
56467,503,19,5,879438319
11414,106,495,4,881451016
94137,892,385,3,886608000
16467,174,716,5,886513674
40600,378,22,5,880045520
76262,707,191,5,880061699
19985,202,204,3,879727058
37358,343,234,1,876405633
67876,622,3,1,882672922
61394,548,532,4,891043910
84299,796,176,5,892662523
39759,370,613,2,879434587
52021,460,458,2,882911603
